Event Description,Year,Date Event Began,Time Event Began,Date of Restoration,Time of Restoration,Respondent,Geographic Areas,NERC Region,Demand Loss (MW),Number of Customers Affected,Tags
Electrical Separation/Load Shedding/Made Public Appeal,2007,7/6/07,5:18 p.m.,7/6/07,6:20 p.m.,Idaho Power Company,Southeast Idaho and Eastern Oregon,WECC,60,0,"islanding, load shedding, public appeal"
Voltage Reduction,2007,1/5/07,10:44 a.m.,1/5/07,11:13 a.m.,Puerto Rico Electric Power Authority,Island of Puerto Rico,PR,0,0,voltage reduction
Lightning Storms/Tripped Lines,2006,7/18/06,8:07 p.m.,7/18/06,10:32 p.m.,ISO New England,"Norwalk, Stamford, Connecticut",NPCC,0,0,"severe weather, thunderstorm"
Fuel Supply - Deficiency Coal Rail Transportation Interruption,2006,2/16/06,Ongoing,Ongoing,Ongoing,Missouri Basin Power District,North Dakota,MRO,"1,650",0,"fuel supply emergency, coal"
Hurricane Rita  disrupted normal gas allotment through natural gas pipelines (FGT & Gulf stream). Public Appeals for conservation were issued.,2005,9/23/05,7:00 a.m.,9/28/05,11:29 a.m.,City of Lakeland,"Lakeland, Florida",FRCC,0,0,"severe weather, hurricane/tropical storm, fuel supply emergency, public appeal"
Hurricane Rita disrupted fuel supply in the Gulf of Mexico. Public Appeals for conservation were issued.,2005,9/22/05,12:00 p.m.,9/29/05,12:00 p.m.,Progress Energy Florida,"Counties of Alachua, Bay, Citrus, Columbia, Dixie, Franklin, Gilchrist, Gulf, Hamilton, Hardee, Hernando, Highlands, Jefferson, Lafayette, Lake, Levy, Madison, Marion, Orange, Osceola, Pasco, Pinellas, Polk, Seminole, Sumter, Suwannee, Taylor, Volusia and Wakulla",FRCC,0,0,"severe weather, hurricane/tropical storm, fuel supply emergency, public appeal"
Hurricane Katrina disrupted normal gas supplies distribution. Public appeals for conservation were issued.,2005,8/31/05,4:00 p.m.,9/12/05,8:00 a.m.,Seminole Electric Cooperative,Member Service Territory is located in the West coast of Florida from Tallahassee to Fort Myers,FRCC,0,0,"severe weather, hurricane/tropical storm, fuel supply emergency, public appeal"
Hurricane Katrina disrupted fuel supply in the Gulf of Mexico. Public appeals for conservation were issued.,2005,8/29/05,7:10 a.m.,9/7/05,3:00 p.m.,Progress Energy Florida,"Counties of Alachua, Bay, Citrus, Columbia, Dixie, Franklin, Gilchrist, Gulf, Hamilton, Hardee, Hernando, Highlands, Jefferson, Lafayette, Lake, Levy, Madison, Marion, Orange, Osceola, Pasco, Pinellas, Polk, Seminole, Sumter, Suwannee, Taylor, Volusia and Wakulla",FRCC,0,0,"severe weather, hurricane/tropical storm, fuel supply emergency"
Hurricane Katrina  disrupted normal gas allotment through natural gas pipelines (FGT & Gulf stream). Public appeals for conservation were issued.,2005,8/29/05,5:00 p.m.,9/8/05,12:01 a.m.,City of Lakeland,"City of Lakeland, Florida",FRCC,0,0,"severe weather, hurricane/tropical storm, fuel supply emergency, public appeal"
Fuel Supply - Deficiency Coal Rail Transporation Interruption,2005,7/1/05,N/A,Ongoing,Ongoing,Southwestern Public Service Company,"Texas, New Mexico, Oklahoma, Kansas",ERCOT,0,0,"fuel supply emergency, coal"
Fuel Supply Deficiency/Coal Rail Transportation Interruption,2005,6/28/05,11:30 a.m.,Ongoing,Ongoing,Public Service Company of Colorado,Denver Metropolitan area of Colorado,WECC,0,0,"fuel supply emergency, coal"
Fuel Supply Deficiency - Williams Company: Event for Trans Continental Gas Pipeline,2004,11/9/04,2:15 p.m.,11/12/04,1:07p.m.,Keyspan Energy,"Sayreville, New Jersey Long Island, New York",NPCC,0,0,"fuel supply emergency, natural gas"
Public Appeals,2004,5/28/04,12:00 p.m.,5/31/04,12:00 a.m.,Seminole Electric Cooperative,"Florida counties of Gadsden, Wakulla, Leon, and Liberty",FRCC,0,0,public appeal
Public Appeals,2004,5/28/04,12:00 p.m.,5/31/04,12:00 a.m.,City of Tallahassee,"Florida counties of Gadsden, Wakulla, Leon, and Liberty",FRCC,0,0,public appeal
Public Appeals,2004,5/28/04,12:00 p.m.,5/31/04,12:00 a.m.,Progress Energy Florida,"Florida counties of Gadsden, Wakulla, Leon, and Liberty",FRCC,0,0,public appeal
Public Appeal,2003,6/15/03,3:12 p.m.,6/16/03,5:00 p.m.,Idaho Power Company Control Area,Idaho,WECC,0,0,public appeal
Vandalism,2003,4/28/03,3:41 p.m.,4/29/03,12:00 p.m.,American Transmission Company,"County of Waukesha,  Wisconsin,  Town of Lisbon, Wisconsin",MAIN,0,0,vandalism
Cable Tripped,2002,11/17/02,3:48 PM,Unknown,Unknown,Long Island Power Authority,"Northport, NY; Norwalk, CT",NPPC,0,0,equipment failure
Vandalism/Insulators,2002,4/8/02,3:00 PM,3/9/02,,Arizona Public Service,Arizona,WECC,0,0,vandalism
Electrical System Separation (Islanding),2013,4/23/13,12:49 AM,4/23/13,4:04 AM,Pacific Gas & Electric Co,"South of Humboldt, California",WECC,80,1,islanding
Vandalism,2013,2/16/13,7:54 AM,2/16/13,7:54 AM,Potomac Electric Power Company,Prince George's County Maryland,RFC,1,1,vandalism
Fuel Supply Emergency - Petroleum,2013,2/13/13,5:39 PM,2/15/13,5:50 PM,Footprint Power Salem Harbor Operations LLC,Eastern Massachusetts,NPCC,1,1,"fuel supply emergency, petroleum"
Vandalism,2013,2/13/13,9:30 AM,2/13/13,9:30 AM,Potomac Electric Power Company,"Fort Washington, Maryland",RFC,1,1,vandalism
Load Shed/Severe Weather  - Lightning Storm,2012,5/7/12,5:45 PM,5/7/12,6:06 PM,American Electric Power (AEP),Eastern Ohio,RFC,420,1,"load shedding, severe weather, thunderstorm"
Electrical System Separation (Islanding),2012,2/28/12,2:59 AM,2/28/12,6:12 AM,Pacific Gas and Electric,"Sacramento, California",WECC,1,1,islanding
Load Shed,2012,1/9/12,1:36 PM,1/11/12,1:05 AM,The Dow Chemical Company,Louisiana,SERC,150,1,load shedding
Firm Load Shed,2010,6/1/10,10:03 p.m.,6/18/10,12:30 AM,Southern Indiana Gas and Electric Company,Southwestern Indiana,RFC,500,1,load shedding
Unit Tripped,2009,7/21/09,5:34 a.m.,7/21/09,8:43 a.m.,Crockett Cogeneration,"San Francisco Bay Area, California",WECC,136,1,generator trip
Transmission Equipment Failure,2009,5/29/09,9:05 a.m.,5/29/09,7:57 p.m.,Big Rivers Electric Corporation,"Henderson County, Kentucky",SERC,342,1,"equipment failure, transmission interruption"
Winter Storm,2009,1/28/09,12:10 a.m.,1/30/09,9:20 p.m.,Midwest ISO,East Central Missouri,RFC,300,1,"severe weather, winter storm"
Ice Storm,2009,1/27/09,9:45 p.m.,1/27/09,10:17 p.m.,Tennessee Valley Autbority,TVA Service Territory,SERC,850,1,"severe weather, winter storm"
Tornado,2003,11/5/03,3:16 p.m.,11/5/03,3:54 p.m.,PJM Interconnection,Maryland/Virginia border,MAAC,350,1,"severe weather, tornado"
Unit Tripped,2003,7/2/03,1:54 p.m.,7/2/03,3:59 p.m.,Pacific Gas and Electric Company,Northern California,WECC,200,1,generator trip
Transmission Equipment,2003,12/5/03,7:00 a.m.,12/5/03,8:00 p.m.,Upper Peninsula Power Company,Northeast Wisconsin and Central/Western Upper Peninsula of Michigan,MAIN,14,2,transmission interruption
Flood,2003,5/15/03,2:00 p.m.,6/16/03,2:00 p.m.,We Energies,Upper Michigan Peninsula,MAIN,240,2,"severe weather, flooding"
Ice Storm,2009,1/27/09,7:10 a.m.,2/4/09,7:30 p.m.,Big Rivers Electric Corporation,Western Kentucky and Southern Indiana,SERC,350,3,"severe weather, winter storm"
Equipment Failure/Made Public Appeal,2008,12/10/08,5:09 p.m.,12/10/08,8:29 p.m.,PacifiCorp,Southern Oregon,WECC,32,3,"equipment failure, public appeal"
Electrical System Separation - Islanding,2010,11/6/10,3:53 p.m.,11/6/10,6:08 PM,Pacific Gas and Electric,Northern California,WECC,20,4,islanding
Electrical System Separation,2009,8/29/09,11:00 a.m.,8/29/09,2:01 p.m.,Western Area Power Administration Upper Great Plains Region,Western South Dakota,MRO,373,18,islanding
Inadequate Electric Resources to Serve Load,2008,6/10/08,2:00 p.m.,6/10/08,6:00 p.m.,"Entergy Services, Inc.",Entergy System,SERC,300,19,load shedding
Indequate Electric Resources to Serve Load,2008,6/9/08,2:00 p.m.,6/9/08,7:00 p.m.,"Entergy Services, Inc.",Entergy System,SERC,300,19,load shedding
Wind Storm,2006,12/14/06,9:44 a.m.,12/31/06,2:34 p.m.,Bonneville Power Administration,"Oregon, Washington, Idaho, Montana",WECC,258,24,"severe weather, wind"
Load Shed of 100+ MW Under Emergency Operational Policy,2013,6/17/13,4:17 PM,6/17/13,6:49 PM,Tampa Electric Co,Hillsborough County Florida,FRCC,180,37,load shedding
Electrical System Separation,2009,6/5/09,1:38 p.m.,6/5/09,8:18 p.m.,Pacific Gas and Electric,East of Fresno California,WECC,1,70,islanding
Electrical System Separation (Islanding),2012,8/4/12,3:55 AM,8/4/12,4:21 AM,Pacific Gas & Electric Co,"Temblor Substation in McKittrick, California",WECC,5,127,islanding
Vandalism,2011,6/4/11,1:17 AM,6/4/11,3:25 AM,Pacific Gas and Electric,"Midway, California",WECC,UNK,420,vandalism
Public Appeal to Reduce Electricity Usage - Wild Fires,2014,5/14/14,3:34 PM,Unknown,Unknown,San Diego Gas & Electric Company,"San Diego & Orange Counties, California",WECC,N/A,426,"wild fire, public appeal"
Electrical System Separation (Islanding),2013,10/21/13,5:18 AM,10/21/13,5:33 AM,Pacific Gas & Electric Co,Location Unknown,WECC,115,433,islanding
Electrical System Separation/Severe Lightning Storms,2008,6/21/08,3:09 p.m.,6/21/08,6:53 p.m.,Pacific Gas and Electric Company,"Near Rogers Flat, California",WECC,3,477,"severe weather, thunderstorm, islanding"
Electrical System Separation,2008,12/19/08,1:02 a.m.,12/19/08,6:17 a.m.,Pacific Gas and Electric Company,"East of Oroville, California",WECC,1,638,islanding
Physical Attack; Vandalism & Sabotage,2013,6/21/13,7:40 AM,6/21/13,12:14 PM,"Valley Electric Assn, Inc",Pahrump Nevada,WECC,Unknown,"1,100","vandalism, physical"
Severe Weather - Thunderstorm,2012,12/26/12,2:50 PM,12/26/12,7:40 PM,Town of Stantonsburg - (NC),"Stantonsburg, North Carolina",SERC,3,"1,200","severe weather, thunderstorm"
Distribution System Interruption,2011,8/27/11,2:00 AM,8/27/11,5:15 AM,Town of Stantonsburg JRO,Wilson County North Carolina,SERC,2,"1,200",distribution interruption
Vandalism,2011,10/17/11,3:44 PM,10/17/11,3:44 PM,Duke Energy,Southwest Ohio,RFC,7,"2,000",vandalism
Electrical System Separation (Islanding),2012,10/14/12,10:36 AM,10/14/12,10:50 AM,Pacific Gas & Electric Co,Northern California,WECC,3,"2,035",islanding
Physical Attack; Vandalism,2013,7/5/13,12:05 AM,7/5/13,1:51 AM,Pacific Gas & Electric Co,California,WECC,Unknown,"2,500","vandalism, physical"
Suspected Physical Attack,2011,12/20/11,7:45 AM,12/20/11,8:45 AM,PacifiCorp,"Sweet Home, Oregon",WECC,12,"2,500","vandalism, physical"
Electric System Separation,2010,6/6/10,4:45 a.m.,6/6/10,5:35 AM,Pacific Gas and Electric,Northern California,WECC,3,"2,650",islanding
Electrical System Separation-Islanding,2010,10/27/10,5:16 p.m.,10/27/10,5:27 PM,Pacific Gas and Electric,Northern California,WECC,16,"2,674",islanding
Suspected Physical Attack,2012,8/19/12,8:42 AM,8/19/12,12:08 PM,El Paso Electric Co,"El Paso, Texas",WECC,12,"3,314","vandalism, physical"
Ice Storm,2009,1/28/09,4:00 a.m.,2/7/09,5:00 p.m.,Henderson Municipal Power and Light,"City of Henderson, Kentucky and Portions of Henderson County, Kentucky",RFC,21,"3,500","severe weather, winter storm"
Transmission System Interruption,2010,6/9/10,2:18 p.m.,6/9/10,3:00 PM,North Carolina Eastern Municipal Power Agency,"Edenton, NC",SERC,N/A,"4,196",transmission interruption
Electrical System Separation (Islanding),2011,6/5/11,8:02 PM,6/5/11,8:55 PM,Pacific Gas and Electric,"Melones, California",WECC,10,"5,314",islanding
Electrical System Separation/Load Shedding/ Implemented Emergency Alert/Severe Storms,2007,9/18/07,5:14 a.m.,9/18/07,6:10 a.m.,Northern States Power Company,"Minnesota, Wisconsin, North Dakota, South Dakota and Michigan",MRO,16,"6,000","severe weather, storm, islanding, load shedding"
Operational Failure; Storm Damage,2012,7/1/12,4:47 PM,7/1/12,11:00 PM,North Carolina Municipal Power Agency #1,"Tarboro, North Carolina",SERC,48,"6,100","equipment failure, severe weather, storm"
Transmission System Interruption,2013,5/31/13,7:07 PM,6/1/13,2:15 PM,Coffeyville Municipal Light and Power,"Southeast Kansas, Northeast Oklahoma",MRO,102,"6,300",transmission interruption
Electrical System Separation - Islanding,2010,12/14/10,7:20 a.m.,12/14/10,7:25 AM,Pacific Gas and Electric,California,WECC,9,"6,635",islanding
Generation Inadequacy/Load Shed,2011,3/11/11,7:02 AM,3/11/11,9:15 AM,Pacific Gas and Electric,"Humboldt and Eureka, California",WECC,15,"6,800",load shedding
Electrical System Separation (Islanding),2013,2/19/13,4:01 PM,2/20/13,12:55 PM,Pacific Gas & Electric Co.,"Stockton, California",WECC,"13,850","6,810",islanding
Electrical System Separation (Islanding); Severe Weather,2013,8/29/13,2:57 PM,8/29/13,3:29 PM,Xcel Energy,"Ashland, Wisconsin",MRO,15,"7,000","islanding, severe weather"
Electrical System Separation - Islanding,2010,12/3/10,9:32 p.m.,12/4/10,2:00 AM,Pacific Gas and Electric,California,WECC,22,"7,077",islanding
Electrical System Separation - Islanding,2010,11/23/10,2:01 p.m.,11/23/10,6:12 PM,Pacific Gas and Electric,Northern California,WECC,22,"7,077",islanding
System-wide voltage reductions of 3 percent or more,2013,11/17/13,12:35 PM,11/17/13,1:40 PM,City of Rochelle,"Rochelle, Indiana",RFC,38,"7,500",voltage reduction
Made Public Appeals,2010,8/12/10,3:42 p.m.,8/12/10,10:10 PM,Wisconsin Public Service,"City of Oshkosh, Wisconsin",MRO,30,"7,600",public appeal
Public Appeal to Reduce Electricity Usage,2012,6/29/12,4:00 PM,6/29/12,9:00 PM,Entergy,"Eastern, Arkansas",SERC,45,"7,935",public appeal
Made Public Appeals,2008,8/15/08,12:52 p.m.,8/15/08,5:00 p.m.,Seattle City Light,Part of Seattle's Downtown,WECC,100,"8,000",public appeal
Load Reduction/Public Appeals Made,2006,7/19/06,11:00 a.m.,7/19/06,5:54 p.m.,Entergy Services Inc.,"Greater Little Rock, Arkansas",SERC,40,"8,000","load shedding, public appeal"
Severe Weather,2011,3/13/11,2:20 PM,3/14/11,3:46 PM,PacifiCorp,Oregon,WECC,UNK,"9,000",severe weather
Physical Attack,2013,10/6/13,7:25 AM,10/6/13,9:15 AM,MISO - AECC,"Jacksonville, Arkansas",SPP,Unknown,"9,200","vandalism, physical"
Electrical System Separation,2007,9/17/07,7:01 p.m.,9/17/07,7:48 p.m.,Crawfordsville Electric Light and Power,"City of Crawfordsville, Indiana",RFC,50,"9,600",islanding
Shed Load,2009,1/22/09,4:00 p.m.,1/22/09,5:05 p.m.,Crawfordsville Electric Light and Power,"Crawfordsville, Indiana",RFC,50,"9,700",load shedding
Shed Firm Load,2008,12/30/08,4:02 p.m.,12/30/08,4:37 p.m.,Crawfordsville Electric Light and Power,"Crawfordsville, Indiana",RFC,41,"9,700",load shedding
Electrical System Separation,2008,6/15/08,7:06 p.m.,6/15/08,8:42 p.m.,Crawfordsville Electric Light and Power,"City of Crawfordsville, Indiana",RFC,57,"9,700",islanding
Electric System Separation,2008,5/11/08,4:50 p.m.,5/11/08,8:43 p.m.,Crawfordsville Electric Light and Power,"City of Crawfordsville, Indiana",RFC,47,"9,700",islanding
Transmission System Interruption,2012,10/23/12,9:10 AM,10/23/12,9:16 AM,"Crawfordsville Electric, Light & Power","Crawfordsville, Indiana",RFC,49,"9,800",transmission interruption
Ice Storm,2004,1/26/04,4:00 p.m.,1/29/04,6:30 a.m.,Progress Energy - Carolinas (Carolina Power and Light),Central and Eastern North Carolina and Northern and Eastern South Carolina,SERC,475,"9,905","severe weather, winter storm"
Transmission Level Interruption,2011,5/26/11,1:00 AM,5/26/11,6:00 AM,Greenwood Utilities Commission,"Greenwood, Mississippi",SERC,30,"10,000",transmission interruption
Electrical System Separation,2008,9/30/08,2:02 p.m.,9/30/08,2:05 p.m.,Pacific Gas and Electric Company,"Plumas County, California",WECC,30,"10,000",islanding
Electrical System Separation,2008,2/15/08,3:06 p.m.,2/15/08,7:36 p.m.,Pacific Gas and Electric Company,"Antioch, California",WECC,10,"10,008",islanding
Equipment Malfunction,2011,4/20/11,8:07 AM,4/20/11,8:14 AM,City of Ruston & Constellation Energy,"Ruston, Louisiana",SERC,33,"11,000",equipment failure
Complete Electric System Failure,2009,4/24/09,11:09 a.m.,4/24/09,11:21 a.m.,Constellation Energy,"Ruston, Louisiana",SERC,32,"11,000",unknown
Circuit failure/fire,2000,8/10/00,NA,N/A,N/A,Commonwealth Edison Co.,Illinois,MAIN,NA,"11,000","wild fire, equipment failure"
Electrical System Separation/Load Shedding/ Implemented Emergency Alert/ Severe Storms,2007,9/18/07,5:15 a.m.,9/18/07,12:00 a.m.,Midwest ISO,"Manitoba, Minnesota, North Dakota, Portions of South Dakota and Wisconsin.  Midwest ISO's Market subregions: OTP, NSP, GRE, ALTW, MP",RFC,"8,000-10,000","11,175","severe weather, storm, islanding, load shedding"
Thunderstorms,2010,8/4/10,4:45 p.m.,8/7/10,12:00 AM,Allegheny Power,"Western Pennsylvania, Northwestern and Central West Virginia",RFC,60,"11,186","severe weather, thunderstorm"
Distribution Interruption,2013,1/17/13,8:35 PM,1/17/13,9:20 PM,North Carolina Eastern M P A,"Elizabeth City, North Carolina",SERC,40,"12,000",distribution interruption
Transmission Interruption,2012,12/31/12,2:21 PM,12/31/12,4:30 PM,City of Washington - (NC),North Carolina,SERC,40,"12,000",transmission interruption
Public Appeal to Reduce Electricity Usage,2011,6/6/11,3:00 PM,6/8/11,3:00 PM,West Memphis Utilities,"Eastern, Arkansas",SPP,UNK,"13,000",public appeal
Severe Weather,2011,4/26/11,6:14 PM,4/28/11,5:00 PM,West Memphis Utilities,Eastern Arkansas,SPP,50,"13,000",severe weather
B-phase to ground fault,2000,7/3/00,NA,NA,NA,Alaska Elec Light & Power,Alaska,ASCC,35,"14,273",equipment failure
Electrical System Separation (Islanding),2011,8/8/11,7:36 PM,8/9/11,12:00 PM,Oklahoma Municipal Power Authority,Oklahoma,SPP,92,"14,500",islanding
Electrical System Separation (Islanding),2010,9/1/10,10:20 a.m.,9/1/10,12:44 PM,Pacific Gas and Electric,"Pittsburg (Bay Area), California",WECC,31,"15,000",islanding
Severe Weather,2006,12/30/06,10:25 p.m.,1/6/06,2:25 p.m.,Nebraska Public Power District,"Gosper, Harlan, Franklin, Webster, Clay, Adams, Kearney, Phelps, Dawson, Buffalo, Hall, Hamilton, Sherman, Custer, Valley, Greeley, Howard, Merrick, York, Fillmore, Nance, Boone, Wheeler, Madison, Antelope, Pierce, Platte and Seward Counties in Central Nebraska",MRO,300-500,"15,000",severe weather
Transmission Equipment,2003,12/5/03,4:49 a.m.,12/5/03,6:25 a.m.,City of Homestead,State of Florida - Dade County,FRCC,27,"16,500",transmission interruption
High Winds,2008,9/14/08,10:01 a.m.,9/21/08,5:00 p.m.,Owensboro Municipal Utilities,"City of Owensboro, Kentucky",RFC,70,"18,000","severe weather, wind"
Electrical System Separation/Severe Thunderstorms,2008,6/17/08,8:35 p.m.,6/18/08,1:55 a.m.,Southwestern Public Service Company,Southwestern Public Service Company Operating in the Panhandle of Texas and New Mexico,SPP,560,"18,000","severe weather, thunderstorm, islanding"
Main Power Transformer Failure/Voltage Reduction/Fire,2006,12/29/06,4:25 p.m.,12/31/06,6:59 p.m.,Puerto Rico Electric Power Authority,North Part of the Island,PR,50,"18,386","wild fire, equipment failure, voltage reduction"
Transformer Outage,2010,7/6/10,3:47 a.m.,7/6/10,4:37 AM,Delmarva Power & Light Company,"Newark, DE",RFC,95,"18,400",equipment failure
Public Appeal to Reduce Load,2004,2/14/04,8:00 p.m.,2/16/04,12 noon,National Grid (Niagara Mohawk),"Lake Colby, Lake Placid, Tupper Lake",NPCC,Approx. 30,"18,600",public appeal
Public Appeal to Reduce Load,2004,1/14/04,6:00 a.m.,1/17/04,12:00 noon,National Grid (New York),"Lake Placid/Saranac, New York",NPCC,100,"18,600",public appeal
Public Appeal to Reduce Load,2004,1/8/04,3:00 p.m.,1/10/04,7:00 p.m.,National Grid (New York),"Lake Placid/Saranac, New York",NPCC,100,"18,600",public appeal
Severe Weather,2011,5/22/11,5:09 PM,5/31/11,12:01 PM,Empire District Electric,"Joplin, Sarcoxie, and Wentworth, Missouri",SPP,200,"20,000",severe weather
Brush Fire/Load Shedding,2007,10/26/07,6:44 a.m.,10/26/07,10:46 a.m.,Southern California Edison Company,Southern Califonia,WECC,280,"20,345","wild fire, load shedding"
Firm System Load Shed,2011,1/13/11,7:21 AM,1/13/11,8:13 AM,JEA,North Florida,FRCC,150,"20,900",load shedding
Flooding and Uncontrolled Loss,2008,6/12/08,3:30 p.m.,6/18/08,4:00 p.m.,"Midwest ISO, ITC, ALTW",East Central Iowa,RFC,200,"21,000","severe weather, flooding, uncontrolled loss"
Generator Trip; Load Shed 100+ MW,2013,5/20/13,5:22 PM,5/20/13,9:09 PM,Entergy Transmission - SOC,Gonzales Area Louisiana,SERC,103,"21,800","load shedding, generator trip"
Load Shed,2011,7/22/11,11:34 AM,7/22/11,5:26 PM,PJM Interconnection,Ohio,RFC,206,"23,000",load shedding
Hurricane Charley,2004,8/13/04,10:04 p.m.,8/14/04,4:23 p.m.,"Utilities Commission, City of New Smyrna Beach","New Smyrna Beach, Florida",FRCC,65,"23,000","severe weather, hurricane/tropical storm"
Firm Load Interruption,2001,6/6/01,4:22 p.m.,6/6/01,7:09:00 PM,Central Power and Light Company,Rio Grand Valley of Texas,ERCOT,350,"24,506",load shedding
Severe Weather/Public Appeals Made/Voltage Reduction,2006,7/17/06,6:50 p.m.,7/25/06,3:06 a.m.,Consolidated Edison Company of NY,"Northwest Queens, New York City",NPCC,N/A,"25,000","severe weather, public appeal, voltage reduction"
Severe Weather,2002,8/28/02,2:09 PM,8/28/02,3:38 AM,Lakeworth Utils,Florida,SERC,67.6,"25,000",severe weather
Interruption of Firm Power,2002,8/9/02,8:23 AM,8/9/02,12:13 PM,Lake Worth Utils,Florida,SERC,51,"25,000",load shedding
Made Public Appeal/Transmission Equipment Failure,2010,6/22/10,3:34 p.m.,6/22/10,7:00 PM,Entergy,West/Central Arkansas,SERC,84,"25,159","public appeal, equipment failure"
Major Storm,2007,3/1/07,9:40 p.m.,3/2/07,11:30 p.m.,Southern Company,"Parts of Alabama, Mississippi, Georgia, Florida",SERC,95,"25,445","severe weather, storm"
Shed Load,2007,8/29/07,1:53 p.m.,8/29/07,2:57 p.m.,Modesto Irrigation District,Modesto California and the Surrounding Areas,WECC,180,"26,000",load shedding
Hurricane Jeanne,2004,9/25/04,5:00 p.m.,9/26/04,9:00 a.m.,Fort Pierce Utilities Authority,"City of Fort Pierce, Florida",FRCC,125,"26,000","severe weather, hurricane/tropical storm"
Hurricane Frances,2004,9/3/04,9:00 p.m.,9/5/04,2:00 p.m.,Fort Pierce Utilities Authority,"City of Fort Pierce, Florida",FRCC,125,"26,000","severe weather, hurricane/tropical storm"
Load shedding of 100 Megawatts,2014,4/23/14,7:45 PM,4/23/14,8:37 PM,MISO / Entergy Transmission,"Baton Rouge, Louisiana",SERC,163,"28,000",load shedding
Load Shed,2012,6/23/12,6:57 PM,6/23/12,7:28 PM,ISO New England,"North Shore, Massachusetts",NPCC,51,"29,250",load shedding
Load Shed,2006,6/1/06,2:12 p.m.,6/1/06,6:09 p.m.,Hawaiian Electric Company Inc.,Island of Oahu,HECO,120,"29,300",load shedding
Transmission System Interruption,2010,4/27/10,2:55 p.m.,4/27/10,2:55 PM,North Carolina Eastern Municipal Power Agency,"Rocky Mount, NC",SERC,N/A,"29,376",transmission interruption
Severe Storm,2010,1/19/10,7:30 a.m.,1/19/10,12:24 PM,California ISO,San Francisco,WECC,300,"30,000","severe weather, storm"
Fault on Line,2004,6/14/04,7:41 a.m.,6/14/04,2:39 p.m.,Arizona Public Service,"Phoenix, Arizona",WECC,200,"30,000",equipment failure
Load Shed,2012,6/8/12,5:20 PM,6/8/12,5:25 PM,Public Service Company of Colorado,"Denver Metro Area, Colorado",WECC,120,"30,379",load shedding
Line Outages/Switch Fire,2000,6/28/00,5:52 p.m.,6/28/00,7:14:00 PM,Virginia Power/North Carolina Power,Virginia & North Carolina,SERC,175,"30,500","wild fire, transmission interruption"
